WasdeNumber,ReportDate,ReportTitle,Attribute,ReliabilityProjection,Commodity,Region,MarketYear,ProjEstFlag,AnnualQuarterFlag,Value,Unit,ReleaseDate,ReleaseTime,ForecastYear,ForecastMonth
611,April 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2018/19,,Annual,2627.49,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2018/19,,Annual,3450.91,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2018/19,,Annual,430.35,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2018/19,,Annual,2640.85,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2018/19,,Annual,810.06,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2019/20,(Est.),Annual,2673.29,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2019/20,(Est.),Annual,3483.35,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2019/20,(Est.),Annual,443.14,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2019/20,(Est.),Annual,2671.83,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2019/20,(Est.),Annual,811.52,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2020/21,(Proj.),Annual,2726.65,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2020/21,(Proj.),Annual,3538.18,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2020/21,(Proj.),Annual,476.06,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2020/21,(Proj.),Annual,2749.25,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2020/21,(Proj.),Annual,788.93,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2018/19,,Annual,731.00,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2018/19,,Annual,1018.18,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2018/19,,Annual,173.67,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2018/19,,Annual,734.81,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2018/19,,Annual,283.37,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2019/20,(Est.),Annual,763.86,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2019/20,(Est.),Annual,1047.23,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2019/20,(Est.),Annual,191.52,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2019/20,(Est.),Annual,747.18,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2019/20,(Est.),Annual,300.04,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2020/21,(Proj.),Annual,776.49,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2020/21,(Proj.),Annual,1076.54,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2020/21,(Proj.),Annual,198.91,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2020/21,(Proj.),Annual,781.01,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2020/21,(Proj.),Annual,295.52,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,World,2018/19,,Annual,1399.15,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,World,2018/19,,Annual,1771.66,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,World,2018/19,,Annual,212.78,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,World,2018/19,,Annual,1421.46,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,World,2018/19,,Annual,350.20,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,World,2019/20,(Est.),Annual,1411.74,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,World,2019/20,(Est.),Annual,1761.94,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,World,2019/20,(Est.),Annual,208.61,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,World,2019/20,(Est.),Annual,1428.34,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,World,2019/20,(Est.),Annual,333.60,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,World,2020/21,(Proj.),Annual,1445.99,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,World,2020/21,(Proj.),Annual,1779.59,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,World,2020/21,(Proj.),Annual,231.17,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,World,2020/21,(Proj.),Annual,1463.93,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,World,2020/21,(Proj.),Annual,315.66,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",World,2018/19,,Annual,497.34,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,"Rice, milled",World,2018/19,,Annual,661.08,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,"Rice, milled",World,2018/19,,Annual,43.90,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,"Rice, milled",World,2018/19,,Annual,484.59,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,"Rice, milled",World,2018/19,,Annual,176.49,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",World,2019/20,(Est.),Annual,497.69,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,"Rice, milled",World,2019/20,(Est.),Annual,674.18,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,"Rice, milled",World,2019/20,(Est.),Annual,43.00,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,"Rice, milled",World,2019/20,(Est.),Annual,496.30,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,"Rice, milled",World,2019/20,(Est.),Annual,177.88,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",World,2020/21,(Proj.),Annual,504.17,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,"Rice, milled",World,2020/21,(Proj.),Annual,682.05,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,"Rice, milled",World,2020/21,(Proj.),Annual,45.98,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,"Rice, milled",World,2020/21,(Proj.),Annual,504.31,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,"Rice, milled",World,2020/21,(Proj.),Annual,177.74,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,United States,2018/19,,Annual,436.32,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,United States,2018/19,,Annual,532.30,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,United States,2018/19,,Annual,83.45,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,United States,2018/19,,Annual,357.57,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,United States,2018/19,,Annual,91.28,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,United States,2019/20,(Est.),Annual,417.89,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,United States,2019/20,(Est.),Annual,516.32,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,United States,2019/20,(Est.),Annual,79.77,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,United States,2019/20,(Est.),Annual,355.83,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,United States,2019/20,(Est.),Annual,80.73,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,United States,2020/21,(Proj.),Annual,431.48,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,United States,2020/21,(Proj.),Annual,518.99,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,United States,2020/21,(Proj.),Annual,105.43,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,United States,2020/21,(Proj.),Annual,351.71,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,United States,2020/21,(Proj.),Annual,61.85,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Wheat,United States,2018/19,,Annual,51.31,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,United States,2018/19,,Annual,84.88,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,United States,2018/19,,Annual,25.50,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,United States,2018/19,,Annual,29.99,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,United States,2018/19,,Annual,29.39,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Wheat,United States,2019/20,(Est.),Annual,52.58,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,United States,2019/20,(Est.),Annual,84.83,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,United States,2019/20,(Est.),Annual,26.28,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,United States,2019/20,(Est.),Annual,30.56,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,United States,2019/20,(Est.),Annual,27.99,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Wheat,United States,2020/21,(Proj.),Annual,49.69,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,United States,2020/21,(Proj.),Annual,80.67,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,United States,2020/21,(Proj.),Annual,26.81,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,United States,2020/21,(Proj.),Annual,30.69,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,United States,2020/21,(Proj.),Annual,23.18,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,United States,2018/19,,Annual,377.91,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,United States,2018/19,,Annual,438.46,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,United States,2018/19,,Annual,54.97,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,United States,2018/19,,Annual,323.02,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,United States,2018/19,,Annual,60.47,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,United States,2019/20,(Est.),Annual,359.43,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,United States,2019/20,(Est.),Annual,423.01,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,United States,2019/20,(Est.),Annual,50.51,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,United States,2019/20,(Est.),Annual,320.68,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,United States,2019/20,(Est.),Annual,51.83,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,United States,2020/21,(Proj.),Annual,374.57,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,United States,2020/21,(Proj.),Annual,429.05,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,United States,2020/21,(Proj.),Annual,75.74,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,United States,2020/21,(Proj.),Annual,316.00,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,United States,2020/21,(Proj.),Annual,37.31,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",United States,2018/19,,Annual,7.11,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,"Rice, milled",United States,2018/19,,Annual,8.96,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,"Rice, milled",United States,2018/19,,Annual,2.97,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,"Rice, milled",United States,2018/19,,Annual,4.57,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,"Rice, milled",United States,2018/19,,Annual,1.42,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",United States,2019/20,(Est.),Annual,5.88,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,"Rice, milled",United States,2019/20,(Est.),Annual,8.49,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,"Rice, milled",United States,2019/20,(Est.),Annual,2.99,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,"Rice, milled",United States,2019/20,(Est.),Annual,4.59,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,"Rice, milled",United States,2019/20,(Est.),Annual,0.91,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",United States,2020/21,(Proj.),Annual,7.23,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Supply,,"Rice, milled",United States,2020/21,(Proj.),Annual,9.27,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Trade,,"Rice, milled",United States,2020/21,(Proj.),Annual,2.89,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Total Use,,"Rice, milled",United States,2020/21,(Proj.),Annual,5.02,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S Supply and Use for Grains,Ending Stocks,,"Rice, milled",United States,2020/21,(Proj.),Annual,1.36,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Output,,Total Grains,Foreign,2018/19,,Annual,2191.17,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Supply,,Total Grains,Foreign,2018/19,,Annual,2918.62,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Trade,,Total Grains,Foreign,2018/19,,Annual,346.91,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Use,,Total Grains,Foreign,2018/19,,Annual,2283.28,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Ending Stocks,,Total Grains,Foreign,2018/19,,Annual,718.78,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Output,,Total Grains,Foreign,2019/20,(Est.),Annual,2255.40,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Supply,,Total Grains,Foreign,2019/20,(Est.),Annual,2967.03,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Trade,,Total Grains,Foreign,2019/20,(Est.),Annual,363.37,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Use,,Total Grains,Foreign,2019/20,(Est.),Annual,2316.00,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Ending Stocks,,Total Grains,Foreign,2019/20,(Est.),Annual,730.80,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Output,,Total Grains,Foreign,2020/21,(Proj.),Annual,2295.17,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Supply,,Total Grains,Foreign,2020/21,(Proj.),Annual,3019.19,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Trade,,Total Grains,Foreign,2020/21,(Proj.),Annual,370.63,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Use,,Total Grains,Foreign,2020/21,(Proj.),Annual,2397.54,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Ending Stocks,,Total Grains,Foreign,2020/21,(Proj.),Annual,727.08,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Output,,Wheat,Foreign,2018/19,,Annual,679.69,Million Metric Tons,04/09/2021,12:00:00,2021,4
611,April 2021,World and U.S. Supply and Use for Grains,Total Supply,,Wheat,Foreign,2018/19,,Annual,933.30,Million Metric Tons,04/09/2021,12:00:00,2021,4
