WasdeNumber,ReportDate,ReportTitle,Attribute,ReliabilityProjection,Commodity,Region,MarketYear,ProjEstFlag,AnnualQuarterFlag,Value,Unit,ReleaseDate,ReleaseTime,ForecastYear,ForecastMonth
608,January 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2018/19,,Annual,2626.21,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2018/19,,Annual,3447.63,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2018/19,,Annual,430.38,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2018/19,,Annual,2640.55,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2018/19,,Annual,807.08,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2019/20,(Est.),Annual,2671.70,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2019/20,(Est.),Annual,3478.78,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2019/20,(Est.),Annual,440.96,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2019/20,(Est.),Annual,2669.09,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2019/20,(Est.),Annual,809.69,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2020/21,(Proj.),Annual,2714.30,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2020/21,(Proj.),Annual,3523.99,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2020/21,(Proj.),Annual,464.31,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2020/21,(Proj.),Annual,2717.21,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2020/21,(Proj.),Annual,806.78,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2018/19,,Annual,730.90,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2018/19,,Annual,1017.87,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2018/19,,Annual,173.67,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2018/19,,Annual,734.72,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2018/19,,Annual,283.16,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2019/20,(Est.),Annual,763.91,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2019/20,(Est.),Annual,1047.06,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2019/20,(Est.),Annual,191.46,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2019/20,(Est.),Annual,746.98,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2019/20,(Est.),Annual,300.09,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2020/21,(Proj.),Annual,772.64,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2020/21,(Proj.),Annual,1072.73,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2020/21,(Proj.),Annual,193.78,Million Metric Tons,01/12/2021,12:00:00,2021,1
608,January 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2020/21,(Proj.),Annual,759.54,Million Metric Tons,01/12/2021,12:00:00,2021,1
