WasdeNumber,ReportDate,ReportTitle,Attribute,ReliabilityProjection,Commodity,Region,MarketYear,ProjEstFlag,AnnualQuarterFlag,Value,Unit,ReleaseDate,ReleaseTime,ForecastYear,ForecastMonth
610,March 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2018/19,,Annual,2627.57,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2018/19,,Annual,3449.08,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2018/19,,Annual,430.38,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2018/19,,Annual,2640.84,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2018/19,,Annual,808.23,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2019/20,(Est.),Annual,2673.32,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2019/20,(Est.),Annual,3481.55,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2019/20,(Est.),Annual,442.92,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2019/20,(Est.),Annual,2671.35,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2019/20,(Est.),Annual,810.20,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Total Grains,World,2020/21,(Proj.),Annual,2726.02,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Total Grains,World,2020/21,(Proj.),Annual,3536.22,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Total Grains,World,2020/21,(Proj.),Annual,474.02,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Total Grains,World,2020/21,(Proj.),Annual,2739.12,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Total Grains,World,2020/21,(Proj.),Annual,797.10,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2018/19,,Annual,731.00,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2018/19,,Annual,1017.98,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2018/19,,Annual,173.67,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2018/19,,Annual,734.70,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2018/19,,Annual,283.28,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2019/20,(Est.),Annual,763.92,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2019/20,(Est.),Annual,1047.20,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2019/20,(Est.),Annual,191.52,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2019/20,(Est.),Annual,746.90,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2019/20,(Est.),Annual,300.29,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Wheat,World,2020/21,(Proj.),Annual,776.78,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Wheat,World,2020/21,(Proj.),Annual,1077.07,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Wheat,World,2020/21,(Proj.),Annual,197.69,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Wheat,World,2020/21,(Proj.),Annual,775.89,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Wheat,World,2020/21,(Proj.),Annual,301.19,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,World,2018/19,,Annual,1399.23,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,World,2018/19,,Annual,1769.73,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,World,2018/19,,Annual,212.81,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,World,2018/19,,Annual,1421.50,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,World,2018/19,,Annual,348.22,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,World,2019/20,(Est.),Annual,1411.69,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,World,2019/20,(Est.),Annual,1759.91,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,World,2019/20,(Est.),Annual,208.44,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,World,2019/20,(Est.),Annual,1428.12,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,World,2019/20,(Est.),Annual,331.79,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,Coarse Grains,World,2020/21,(Proj.),Annual,1444.83,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Supply,,Coarse Grains,World,2020/21,(Proj.),Annual,1776.62,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Trade,,Coarse Grains,World,2020/21,(Proj.),Annual,230.09,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Total Use,,Coarse Grains,World,2020/21,(Proj.),Annual,1458.54,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Ending Stocks,,Coarse Grains,World,2020/21,(Proj.),Annual,318.08,Million Metric Tons,03/09/2021,12:00:00,2021,3
610,March 2021,World and U.S Supply and Use for Grains,Output,,"Rice, milled",World,2018/19,,Annual,497.34,Million Metric Tons,03/09/2021,12:00:00,2021,3
